CategoryDelivery,BrandID,Brand,total_observations,anomalies_count,median_ots,mad_ots,max_ots,max_z_score
Одежда,200549,bona fide,51,2,3864.709,992.1969999999997,31750.32,28.10491364114184
Одежда,200661,bosco,14,2,3530.5964999999997,1430.7924999999998,21454.594,12.527321397057927
Дезодоранты,204710,фа,41,2,3457.809,1970.71,22547.634,9.686775324629194
Детское питание,214782,pediasure,60,2,4208.5875,1422.3299999999997,24234.896,14.07993116927858
Детские одежда и обувь,223749,апрель (одежда),14,2,4006.7205,1833.3469999999998,24303.841,11.07107410653848
Средства для мытья и ухода за руками,213565,nivea,17,2,2543.485,938.4079999999999,30730.544,30.037104329886365
Средства для умывания и ухода за лицом,307316,darling (косметика),13,2,4613.9,1505.6290000000008,21180.134,11.002865911854771
Крупная техника,212583,monsher,21,2,2773.3,806.8029999999999,12480.072,12.031155065115032
Одежда,199520,baon,56,2,4093.141,1820.9419999999998,31760.072,15.193746423554405
Средства для волос,198590,aravia,33,2,3943.378,1867.382,27500.25,12.614918640106843
Средства для волос,201116,cafe mimi,23,2,3315.627,982.3490000000002,21020.478,18.022974523310957
Средства для волос,202143,concept,68,2,3757.4355,1966.4069999999997,22986.833,9.778950898771212
Средства для волос,202165,constant delight,44,2,4140.6325,1650.094,26034.708,13.268380771034861
Обувь,222358,zenden,104,2,3562.643,1690.2465000000002,19233.556,9.271377281361032
Детское питание,213811,nutridrink,31,2,3162.126,1351.371,26845.696,17.52558697796534
Товары для стирки,240884,чайка (бытовая химия),27,2,3535.188,1451.7579999999998,15603.37,8.312805577789137
Смартфоны,210322,lg,59,2,3241.367,1612.1580000000001,28037.225,15.38053838395492
Смартфоны,211606,maxvi,46,2,2983.4145,1455.3645000000001,23153.754,13.859304318608844
Одежда,215413,prada,28,2,3895.0159999999996,2375.1004999999996,63968.195999999996,25.29290023727417
Краски для волос,219115,сьесс,54,2,4832.2395,2912.4420000000005,84488.277,27.35025710383245
Краски для волос,219384,tefia,32,2,4937.863,2322.4370000000004,25154.042,8.704726543712487
Краски для волос,221547,wella,19,2,3390.469,1173.3429999999998,31070.316000000003,23.590584338935848
Крупная техника,198638,ardo,18,2,2600.2775,1027.4795000000001,13518.922,10.626630020355636
Макияж для лица,204299,enough,25,2,2690.474,1899.1310000000003,26295.37,12.429314249517278
Средства для умывания и ухода за лицом,211453,mary kay,21,2,4210.923,2253.407,36174.902,14.184734049375013
Макияж для губ,199753,beauty bomb,17,2,5990.072,3626.087,63956.117999999995,15.985839832304077
Крупная техника,206887,hansa (бытовая техника),83,2,3851.234,2147.474,26507.978,10.550415977096812
Крупная техника,201496,centek,61,2,3784.085,1850.871,70991.292,36.31112433011268
Обувь,216345,respect,53,2,3171.982,1321.011,22289.412,14.471817418628612
Обувь,216443,rick owens,75,2,7015.317,3824.068,56120.678,12.841131747657206
Малая техника,221557,wellfort,17,2,3254.163,1166.0279999999998,26912.476,20.289661140212758
Одежда,219462,termit,62,2,3139.6279999999997,1276.0599999999995,24756.696,16.94047928780779
Одежда,219533,tezenis,40,2,3453.4415,1329.25,53330.418,37.52264547677262
Средства для умывания и ухода за лицом,216436,riche,12,2,3423.52,1428.843,26598.687,16.219533566668975
Крупная техника,360351,mijia,16,2,3238.675,1387.641,27212.52,17.276691161474762
Макияж для глаз,199204,avon (косметика),16,2,3017.5519999999997,794.7555,10240.893,9.088758744041407
Макияж для глаз,204574,eveline,30,2,4305.325500000001,2046.8559999999998,25368.26,10.29038413058857
Одежда,219905,tom tailor,87,2,4141.991,1762.7020000000002,26749.003,12.825203579504647
Аудиотехника,213014,nad,11,2,3976.889,1467.996,28572.988,16.754881484690696
Одежда,220112,transformers,70,2,3700.023,1236.8785,25868.977,17.923307746072066
Смартфоны,207535,htc,24,2,3350.3935,1484.0365000000002,34840.504,21.219229109257082
Смартфоны,208218,itel,90,2,3074.6904999999997,1859.5614999999998,24753.059,11.657785182151816
Малая техника,217772,sigma (бытовая техника),23,2,3287.006,1106.4280000000003,15717.95,11.235203736709481
Крупная техника,207758,iffalcon,19,2,3681.999,711.8420000000006,50513.78,65.78957268607354
Корм для кошек,227000,деревенские лакомства,25,2,2772.659,953.5550000000001,12602.12,10.30822658367897
Детские одежда и обувь,211376,mark formelle,13,2,3446.866,924.6529999999998,25250.699,23.580557246880726
Детские одежда и обувь,213472,nikastyle,24,2,4049.1385,1303.4085000000002,45249.892,31.61000829747542
Детские одежда и обувь,204539,eva,39,2,3593.252,1232.409,25964.6,18.152535400179644
Детские одежда и обувь,204986,fess,76,2,3894.0085,1513.786,25338.679,14.166249720898461
Детские одежда и обувь,206634,grizzly,25,2,4047.046,1073.1019999999999,41773.906,35.15682572579308
Детские одежда и обувь,240946,человек паук,27,2,3255.141,1326.8110000000001,21747.15,13.9371839696837
Товары для ухода за телом,231093,липобейз,45,2,3168.499,1423.0159999999998,20649.153,12.284228708602011
Товары для ухода за телом,411910,gosposha beauty,21,2,4970.878,3069.8579999999997,51309.502,15.094712524162357
Туалетная бумага,233071,набережночелнинский картонно бумажный комбинат,65,2,3507.542,1853.682,19040.802,8.379678930906165
Малая техника,219666,thomas,86,2,3645.01,1426.632,17455.234,9.680298773615059
Обувь,210327,li ning,53,2,3183.817,1671.894,19731.822,9.897759666581734
Обувь,211325,marko,49,2,2517.479,1394.4349999999997,25449.709,16.44553528848602
Обувь,211464,mascotte,69,2,2045.486,816.5530000000001,11509.302,11.589959255553525
Обувь,211867,merrell,59,2,3064.916,1379.0259999999998,23031.365,14.478660300821016
Крупная техника,210307,lex,53,2,4185.628,2404.548,27565.012,9.722984943532007
Товары для мытья тела,199204,avon (косметика),30,2,4793.9825,2002.7949999999998,28037.225,11.605402699727133
Товары для мытья тела,213565,nivea,41,2,3315.791,1244.839,53710.47,40.48288895190463
Товары для мытья тела,214537,palmolive,38,2,2859.865,1355.0595000000003,17284.576,10.645075732836823
Крупная техника,329617,hi (бытовая техника),52,2,3943.1375000000003,2307.6035,71488.848,29.270934326455993
Крупная техника,336545,apple tv,12,2,6850.1939999999995,5458.0525,115316.58499999999,19.87272768079823
Средства для умывания и ухода за лицом,221279,vois,94,2,5268.391,2676.3244999999997,34172.067,10.79976512564153
Одежда,421034,всегда в тренде,28,2,2919.871,1276.2745,18597.244,12.283699940725917
Смартфоны,198350,anker,12,2,3173.4615,601.2059999999999,10248.248,11.76765784107278
Смартфоны,200349,black shark,30,2,4654.892,2357.5265,121864.792,49.717320250694954
Смартфоны,200356,blackberry,29,2,2918.663,1538.988,60069.91,37.13560274674007
Смартфоны,204705,f,11,2,2546.502,1029.603,22380.906,19.264128018275002
Одежда,237729,снежная королева,43,2,3011.214,1067.013,34817.561,29.808771776913687
Одежда,238736,твое,188,2,4103.1745,1893.2845,37334.41,17.55216160064692
Средства для волос,231242,лошадиная сила,40,2,2893.1125,1086.3609999999999,17064.666,13.044976301616133
Средства для волос,236248,рецепты бабушки агафьи,32,2,2904.3035,1666.232,21392.552,11.095842895827232
Малая техника,222958,аксион,27,2,3472.658,1821.364,61293.270000000004,31.74577514434237
Средства для волос,283181,likato,43,2,3800.345,1885.1879999999999,25752.847,11.64472827113264
Средства для маникюра,205496,foxy expert,52,2,3778.6279999999997,1799.4814999999999,36126.027,17.97595529601166
Крупная техника,206401,google,11,2,2428.599,775.3449999999998,47910.286,58.65993460975438
Обувь,212579,monro,18,2,3511.221,1158.6225,42048.804,33.26155240382437
Средства для волос,211535,matrix (уход за волосами),93,2,4141.991,1808.9449999999997,54304.066,27.73001666717341
Обувь,207346,hoka,39,2,3114.913,1324.4649999999997,31527.840000000004,21.452380395102935
Обувь,208796,kappa,52,2,3923.6530000000002,1754.6615000000002,25813.563000000002,12.475289393424317
Обувь,202796,decathlon,26,2,2792.098,1444.0985,20144.999,12.016424779888627
Обувь,202932,demix,118,2,3648.4515,1510.3555000000001,32247.519,18.935321849723458
Обувь,203103,diadora,16,2,1907.3355,753.8134999999999,17476.664,20.6540855264598
Обувь,205034,fila,90,2,3299.908,1405.8305,21847.994,13.193685867535239
Крупная техника,222282,zanussi,72,2,4134.675,2006.9864999999995,45255.504,20.488841853196327
Крупная техника,230870,лемакс,30,2,3924.507,1577.191,30931.166999999998,17.12326534959938
Крупная техника,218738,stinol,64,2,3031.401,1464.7965,21987.532,12.941136191955676
Крупная техника,219742,timberk,15,2,3619.945,2082.942,43690.462,19.237461724810387
Одежда,314658,caterpillar,27,2,1721.9,714.1680000000001,8361.632,9.297156971468896
Универсальные чистящие средства,219103,synergetic,41,2,5041.03,2718.109,46330.146,15.190382725637567
Макияж для глаз,204715,faberlic,30,2,5278.058,3189.133,51389.668,14.45897991711227
Крупная техника,232898,мтс,78,2,3755.3385,1750.6754999999998,26560.5,13.026492630987299
Средства для волос,213159,natura siberica (косметика),76,2,4267.441500000001,2259.6315000000004,43145.76,17.205601223031273
Средства для волос,217283,шаума,62,2,3148.7434999999996,1534.2124999999996,27726.934,16.02006925377026
Средства для волос,217450,semily,16,2,3517.3765000000003,2458.7575000000006,38291.892,14.143125338712741
Средства для волос,219153,тафт,77,2,4060.708,1976.958,22148.434,9.149271759946343
Обувь,198916,asic,26,2,2951.0945,1282.7355000000002,13807.136999999999,8.463196426699033
Детские одежда и обувь,214365,ostin,39,2,4229.32,1231.3239999999996,52941.816000000006,39.56107084731559
Детские одежда и обувь,216219,reima,61,2,4582.286,2047.475,27252.952,11.072499542118953
Детские одежда и обувь,216570,roblox,45,2,4073.275,2353.929,42635.796,16.3821937705003
Детские одежда и обувь,220112,transformers,25,2,2898.936,1541.1670000000001,25295.457,14.532183079445637
Подгузники,208570,joonies,104,2,5123.3255,2589.257,30865.696,9.94199127394461
Уход за полостью рта,214903,pesitro,38,2,6769.610500000001,3728.3115,109036.784,27.42988977718198
Подгузники,207073,helen harper,54,2,4937.7345000000005,1789.0004999999996,21450.886,9.230378359312926
Освежители для воздуха,197769,airwick,114,2,3768.6425,1854.9515000000001,24728.828999999998,11.299587347701541
Смарт-часы и браслеты,339936,cmf,20,2,3140.1585,1193.969,66885.657,53.38957586000977
Уход за полостью рта,202516,curaprox,104,2,4319.5425,874.8240000000001,24115.168,22.62812348540964
Уход за полостью рта,204163,elmex,105,2,4610.751,2253.035,31642.79,11.998055511787435
Смарт-часы и браслеты,216114,realme,77,2,6780.193,4263.873999999999,71707.884,15.22739438360515
Аудиотехника,197819,akai,12,1,4132.4355,1751.8584999999996,18351.326,8.116460604552254
Уход за полостью рта,206225,glister,14,1,4033.303,1727.9515,37848.395000000004,19.569468240283367
Уход за полостью рта,202574,dabur,19,1,3196.857,2031.79,22250.442,9.377733427175052
Уход за полостью рта,200397,blendamed,14,1,6289.344,2460.2614999999996,39620.304000000004,13.547730596930453
Уход за полостью рта,214672,parodontax,46,1,3466.6135,1580.7435,23978.625,12.976179563604088
Смарт-часы и браслеты,214393,oukitel,11,1,3618.229,1748.0669999999998,23403.762,11.31852097202224
Крупная техника,221689,wink,30,1,2506.591,1018.5840000000001,10955.46,8.294719924915372
Крупная техника,221831,world vision,14,1,3739.4785,2970.9305000000004,39498.46,12.03629014546116
Крупная техника,222416,zigmund shtain,10,1,4601.582,2020.4070000000004,26236.14,10.708019720779028
Крупная техника,225594,витязь (бытовая техника),10,1,1935.863,752.22,13556.907,15.448996304272686
Крупная техника,226792,дарина (бытовая техника),47,1,4733.723,1830.326,33162.51,15.532089365501012
Крупная техника,219407,telefunken,29,1,2960.068,1539.2270000000003,21312.406,11.92308736788011
Крупная техника,219672,thomson,47,1,3847.414,1418.815,24397.008,14.48363176312627
Крупная техника,219971,topdevice,12,1,3568.0065,989.6769999999999,18106.264,14.689901351653116
Аудиотехника,199515,baofeng,26,1,7297.102,1956.7114999999994,23273.934,8.16514442726994
Аудиотехника,199691,bbk,14,1,3577.6915,1976.692,24658.484,10.664682459381634
Аудиотехника,199739,beats,25,1,3494.371,1575.901,31357.596,17.68082195518627
Аудиотехника,200061,beyerdynamic,27,1,5581.671,2653.295,32151.348,10.013842034149992
Одежда,323676,you cun,91,1,5532.633,3167.1899999999996,43473.11,11.979223538846739
Аудиотехника,215014,picun,15,1,3476.392,430.4449999999997,8065.118,10.660423515199396
Универсальные чистящие средства,217193,sarma,15,1,2999.669,1041.5919999999999,16270.983,12.74137474174149
Универсальные чистящие средства,227823,дюден,38,1,3898.309,1473.4515000000001,23578.604,13.356595042320698
Средства для волос,210439,limba,29,1,6667.09,3192.544,32278.698000000004,8.02231950444536
Средства для волос,210647,londa,19,1,2973.744,1129.489,15672.552,11.242967394990123
Средства для волос,212416,mocheqi,24,1,6507.134,3803.1445,61711.46400000001,14.515443733468452
Обувь,206058,gerry weber,20,1,4415.844,1248.7105000000001,26201.495,17.446518628617277
Обувь,206620,grinders,36,1,3529.7335000000003,1994.2945000000004,24067.32,10.298171358342508
Обувь,206669,gsd,14,1,3908.1459999999997,1545.5260000000003,36711.52,21.224731256543073
Обувь,208911,keddo,59,1,3825.654,1512.1170000000002,21679.168,11.80696599535618
Обувь,203030,destra (обувь),138,1,3684.4305,1425.8484999999998,22271.545,13.035827088221506
Обувь,203180,dino ricci,22,1,3045.0485,1053.3635,31379.709000000003,26.899223772230577
Обувь,204539,eva,32,1,3638.7875,1719.9455,17542.158000000003,8.083611079537114
Обувь,200283,birkenstock,25,1,2288.918,731.7040000000002,24537.108,30.40599750718869
Обувь,200832,briggs,22,1,2396.5895,919.5245,12759.525,11.269885141722705
Обувь,201760,christian louboutin,29,1,5797.836,2781.498,29493.243000000002,8.518937277682745
Средства для волос,212943,mymuse,22,1,3501.6319999999996,965.6914999999999,11653.09,8.441058039757005
Средства для волос,217312,schwarzkopf,42,1,3068.5375000000004,1261.4940000000001,57909.862,43.4733137850834
Средства для волос,219384,tefia,54,1,3805.591,2108.962,21830.836,8.54697476768192
Малая техника,226728,даджет,11,1,3134.331,543.8920000000003,10087.608,12.78429725018937
Малая техника,242139,яндекс,16,1,3345.74,1401.2130000000002,17114.035,9.825982916230437
Малая техника,372606,нептун (бытовая техника),20,1,3129.299,1564.1195,17299.822,9.059744476045468
Малая техника,389750,luni,17,1,4527.691,2560.475,56571.328,20.325774319218116
Средства для волос,241813,эсвицин,100,1,3840.0675,2110.063,26364.674,10.6748502295903
Средства для маникюра,211509,masura,23,1,3704.978,1483.25,20156.554,11.091573234451374
Средства для маникюра,239662,умная эмаль,20,1,3671.797,1196.6195,26461.753,19.045282146914705
Детские одежда и обувь,235171,пожалуйста моя мелодия,28,1,3618.6440000000002,1285.3175,79357.03,58.92581871794322
Детские одежда и обувь,237521,сказка,13,1,4418.053,2430.316,24543.756,8.281105420035914
Товары для мытья тела,228646,yves rocher,17,1,3904.678,2015.1760000000004,33172.71,14.52380933476778
Крупная техника,206146,ginzzu,10,1,3621.7275,2264.0535,24138.445,9.061940232419419
Крупная техника,206352,goldstar,24,1,3314.7275,1550.161,30004.532,17.2174403174896
Обувь,212611,moocie,36,1,3356.005,1497.9180000000001,28110.308999999997,16.525807153662612
Средства для волос,208997,кето плюс,36,1,3720.284,1959.1715000000002,76568.478,37.18316339330171
Средства для волос,209589,kundal,10,1,3023.327,750.9404999999999,9056.292,8.033878849256366
Средства для волос,209792,lador,112,1,5646.2815,3322.013,40422.55,10.46843239325072
Обувь,210234,leomax,25,1,3018.57,1105.3860000000002,18193.257,13.727952950372087
Детские одежда и обувь,414125,labubu,63,1,4139.796,1877.1070000000004,22273.798,9.66061178185367
Детское питание,206048,gerber (детское питание),28,1,3337.6530000000002,1558.5880000000002,24429.148,13.532437693604724
Товары для ухода за телом,220800,veet,19,1,3582.426,1180.6150000000002,23442.591,16.821880968817098
Товары для ухода за телом,221032,victorias secret,16,1,6471.567,4787.7,69377.508,13.139073250203648
Товары для ухода за телом,233149,нанопятки,27,1,2915.519,1169.0569999999998,21717.498,16.08303016875995
Товары для ухода за телом,362312,реалкосметикс,13,1,3019.6,1211.2769999999998,25964.733,18.942928000779347
Средства для маникюра,345339,emi,26,1,3949.4184999999998,1669.0244999999998,28288.614,14.582886889916837
Средства для мытья и ухода за руками,201178,camay,19,1,1943.505,593.8800000000001,7045.738,8.5913534720819
Малая техника,220988,vgr,31,1,4154.715,2357.5510000000004,24721.193999999996,8.72366239372976
Обувь,210768,lowa,28,1,3466.6275,2206.1234999999997,34161.644,13.913553117039914
Обувь,211332,marco tozzi,23,1,3381.906,1742.488,18404.414,8.62129782242403
Крупная техника,209412,korting,37,1,2870.508,1422.8719999999998,48436.004,32.02360858882599
Товары для мытья тела,204715,faberlic,37,1,3149.861,1412.414,18004.254,10.517024753365515
Средства для волос,237100,себозол,17,1,2663.881,969.0379999999998,13613.244,11.299209112542545
Средства для волос,240827,циновит,22,1,2336.3495000000003,1262.3125,12603.172,8.133344556122196
Обувь,218124,smile of milady,23,1,2984.706,1175.862,12428.04,8.030988330263245
Детские одежда и обувь,211249,mango,14,1,2228.398,281.54650000000015,6338.72,14.59908753971368
Малая техника,221535,weissgauff,39,1,3893.049,1702.1680000000001,21389.71,10.279044724140038
Крупная техника,215274,polaris (бытовая техника),20,1,4370.134,2247.065,25307.956,9.317853288623159
Корм для кошек,228595,зоогурман,14,1,5482.02,1458.3204999999998,20022.384,9.970623055768606
Корм для кошек,232597,мнямс,35,1,3129.683,1992.1270000000004,25297.875,11.127900982216493
Корм для кошек,348123,craftia,12,1,3867.2905,539.2654999999997,22745.666,35.007571409630344
Корм для собак,199217,award,39,1,3897.511,1251.315,27762.598,19.072005849845965
Детские одежда и обувь,212170,minecraft,35,1,3356.366,1248.944,13729.092,8.305197030451327
Детские одежда и обувь,202932,demix,12,1,1840.6625,419.9219999999999,10903.706,21.582683212596628
Детские одежда и обувь,203835,ecco,10,1,4135.129,1368.2089999999998,16265.604000000001,8.865951766140995
Обувь,214348,osiris,13,1,4973.902,3058.063,69330.925,21.045028503336916
Обувь,214407,outventure,53,1,2559.199,1323.2450000000001,14743.125,9.20761159120193
Обувь,215434,premiata,28,1,5468.5905,2147.5944999999997,26494.653,9.790517949268358
Обувь,215851,quattrocomforto,41,1,3142.191,1649.3189999999997,20416.214,10.47342751766032
Обувь,209759,lacoste,59,1,3079.405,1394.179,25266.551999999996,15.914130825381816
Обувь,220140,trek,19,1,5189.202,332.9399999999996,10862.28,17.039340421697624
Крупная техника,206665,grundig,27,1,4846.0830000000005,2483.4550000000004,28677.063000000002,9.595897650652015
Крупная техника,206946,harper,33,1,4182.11,2475.3199999999997,37368.694,13.406987379409534
Крупная техника,203316,doffler,11,1,5628.5,2905.061,40974.178,12.166931434486228
Крупная техника,203587,dreame,11,1,11531.98,310.1650000000009,14232.562,8.706920510051079
Крупная техника,203936,edisson,12,1,4339.286,1584.6925,23426.031,12.04444710882395
Товары для стирки,200227,biomio,24,1,4392.3765,1804.1010000000003,23277.978,10.468150896208135
Товары для стирки,203726,dutybox,17,1,4146.122,983.219,13913.931,9.934520183194183
Средства для волос,204326,epica (косметика),23,1,4465.136,1618.6089999999995,23890.139,12.001047195462279
Средства для волос,204715,faberlic,94,1,2862.152,1337.7324999999998,15063.914,9.121227151168116
Средства для волос,205874,garnier,34,1,4340.8685000000005,2160.321000000001,53263.826,22.646151891316144
Средства для волос,206816,hair sekta,24,1,5203.974,3252.4485000000004,44090.79,11.95616656189944
Средства для волос,208794,kapous,117,1,3806.542,1904.7720000000004,77093.04000000001,38.47520753140008
Обувь,215929,raf simons,28,1,6282.7925,3245.2425,51362.45,13.89099813034003
Обувь,216047,rax,24,1,3690.9375,1288.5385,19345.68,12.149223713532812
Обувь,217772,sigma (бытовая техника),12,1,2068.9735,953.2705,10608.064,8.957678329498291
Обувь,218502,sprandi,18,1,3064.7125,1142.9609999999998,12464.884999999998,8.224403544827863
Обувь,219462,termit,26,1,6134.878500000001,2995.5675000000006,64747.492,19.566447259158736
Корм для кошек,212555,monge,35,1,4587.337,2864.1459999999997,32201.256,9.641240006619777
Малая техника,218231,sokany,15,1,3739.713,2743.074,29841.659999999996,9.515582518007168
Малая техника,218635,starwind,48,1,3289.6495,1817.118,34934.094,17.414633777223052
Малая техника,218981,supra,21,1,5989.614,4081.5539999999996,48340.011,10.376047211429764
Малая техника,214396,oursson,22,1,2139.1815,1331.1400000000003,18802.357,12.517973691722881
Малая техника,215085,pioneer,120,1,5276.9215,2847.646,45753.32,14.21398534087453
Малая техника,216273,remington (бытовая техника),23,1,4241.713,2068.604,37500.016,16.0776557523818
Малая техника,212685,moser,24,1,3267.0204999999996,1257.8254999999997,33381.696,23.941854812134125
Малая техника,213245,necchi,26,1,3697.308,1135.6190000000001,12940.478,8.139323135664336
Малая техника,213473,nikaten,11,1,6611.626,4588.736,51095.198,9.694079589673496
Малая техника,213882,oasis (техника),16,1,3167.8395,931.6949999999999,13437.786,11.022863168740844
Малая техника,213967,okami,18,1,4160.585999999999,1850.7665000000002,40209.168,19.4776499358509
Обувь,219595,the north face,23,1,3017.885,1311.0890000000002,24241.875,16.188061985113134
Обувь,219921,tommy hilfiger,26,1,2830.114,1147.3474999999999,12105.276,8.084004192278277
Одежда,199297,baasploa,20,1,4096.0735,1277.729,21087.266,13.297962635269291
Детское питание,217838,similac,39,1,4051.64,1701.96,40807.816,21.596380643493383
Детское питание,227493,добрый,31,1,4563.961,2267.7309999999998,24198.29,8.658138465276528
Детские одежда и обувь,232327,микки маус,11,1,2835.032,1164.9739999999997,22130.522,16.56302200735811
Средства для мытья и ухода за руками,206519,grass,46,1,3717.6530000000002,1346.9620000000002,23014.486,14.326189602973207
Средства для умывания и ухода за лицом,283181,likato,24,1,4722.808999999999,2456.9570000000003,44129.766,16.03892823521128
Средства для унитаза,206519,grass,26,1,2906.5365,1543.007,27784.676,16.12315401031881
Средства для унитаза,239448,туалетный утенок,45,1,3357.862,1721.942,23688.61,11.806871543873138
Крупная техника,212031,miele,27,1,5120.145,2688.5910000000003,32219.5,10.079389167039537
Средства для волос,199635,batiste,13,1,4866.84,1944.748,25411.936,10.564400117650205
Средства для волос,202979,deonica,11,1,2325.066,1282.257,23593.555,16.58675990850508
Обувь,221896,xplode,104,1,2518.489,1570.427,19000.374,10.495161507029616
Обувь,239900,фарадей,27,1,2973.53,1326.5770000000002,25810.91,17.215269072206134
Обувь,241980,юничел,19,1,2541.724,1204.3000000000002,22734.414,16.767159345677985
Обувь,314658,caterpillar,49,1,3367.768,1161.9679999999998,13987.068,9.139064070611239
Обувь,315618,cat sofa,14,1,5123.568,2659.0195,31148.540999999997,9.787432171896445
Одежда,201602,charuel,13,1,3607.812,813.2790000000005,11373.966,9.549187917061667
Одежда,201633,chelebi,15,1,3466.348,980.6570000000002,11595.594,8.28959156973335
Одежда,197548,asics,18,1,3377.716,1492.2149999999997,111265.828,72.30064836501444
Одежда,198059,alpha industries,55,1,6108.914,3662.544000000001,51977.781,12.523772274135135
Детские одежда и обувь,206721,gulliver,67,1,7666.688,4890.693,61569.744,11.021557885559366
Детские одежда и обувь,206925,happyfox,14,1,4168.931500000001,1377.1895000000004,44199.916,29.06715778765376
Универсальные чистящие средства,201793,cif,44,1,3863.3644999999997,1763.7035,42644.824,21.988650303183043
Универсальные чистящие средства,201802,cillit,45,1,3772.386,1625.993,24204.272,12.565789643620853
Универсальные чистящие средства,201902,cleaner o2,47,1,3170.271,1390.8440000000003,19586.585,11.803131048485664
Универсальные чистящие средства,202100,comet,34,1,3142.023,1574.2105000000001,17712.518,9.255747563619984
Универсальные чистящие средства,203364,domestos,30,1,2710.793,1223.8615,20857.078,14.827073978550677
Универсальные чистящие средства,204715,faberlic,60,1,4321.2165,1879.4340000000004,31094.127,14.245198554458412
Универсальные чистящие средства,206597,greenway,16,1,3892.872,1463.4114999999997,20513.753,11.357626340916417
Универсальные чистящие средства,211773,meine liebe,12,1,3159.6565,1897.5700000000002,20450.99,9.11235606591588
Универсальные чистящие средства,215530,pro brite,10,1,2602.0865,1671.8925,27824.584,15.086195733278306
Универсальные чистящие средства,217124,sanita,45,1,3320.759,1450.467,17800.739,9.982977896084503
Одежда,203336,dolce gabbana,24,1,4071.177,1934.761,19628.338,8.0408696474655
Крупная техника,212735,movix,13,1,2410.555,1244.6449999999998,12826.978,8.368991158121393
Крупная техника,212987,mystery,16,1,4528.7,2071.923,22447.112,8.648203625327776
Средства для мытья и ухода за руками,214537,palmolive,27,1,3356.1,1228.5350000000003,21601.376,14.851246403236372
Средства для мытья и ухода за руками,216990,safeguard,14,1,1797.9485,862.3494999999999,9892.606,9.386748064444868
Средства для мытья и ухода за руками,224251,бархатные ручки,59,1,3748.296,1671.4140000000002,51381.654,28.49883870782463
Средства для мытья и ухода за руками,236248,рецепты бабушки агафьи,39,1,3150.923,1431.6919999999998,21126.761,12.555660016260482
Средства для мытья и ухода за руками,277697,absolut (бытовая химия),16,1,4010.7340000000004,1806.0139999999997,27101.452,12.785459027449402
Средства для мытья посуды,200227,biomio,16,1,3484.1274999999996,1486.1744999999999,21397.537,12.053368901162013
Малая техника,210234,leomax,30,1,2587.3535,993.0625000000001,14091.943,11.58496016111775
Смартфоны,328307,tecno pop,18,1,3195.9375,1672.3245,17564.832000000002,8.592168864356172
Смартфоны,345313,asus zenfone,44,1,4496.108,2248.0595000000003,65158.3,26.984246635820803
Одежда,199928,united colors of benetton,56,1,3427.9675,1267.3380000000002,16214.255000000001,10.089090282150458
Одежда,199998,bershka,20,1,5753.9884999999995,3254.1609999999996,38745.808,10.138348870876396
Одежда,200584,bonprix,20,1,3401.7725,828.2375000000002,50436.34,56.78874417060322
Одежда,201168,calzedonia,51,1,4079.876,1878.746,19884.568,8.412362288462623
Краски для волос,211535,matrix (уход за волосами),35,1,4057.18,1903.855,44927.374,21.4670728600655
Одежда,203399,donella,11,1,3291.299,586.5500000000002,12366.372,15.471951240303465
Одежда,203458,dota 2,13,1,5320.365,2634.821,29423.894,9.14807077976075
Дезодоранты,204715,faberlic,15,1,2650.945,812.7760000000001,12206.201,11.756321544927506
Дезодоранты,221015,vichy,17,1,3635.788,1028.5679999999998,15288.12,11.328693873424026
Детские одежда и обувь,198410,antilopa,62,1,3891.8635,1285.274,20192.511,12.682624483184131
Детские одежда и обувь,199321,babygo,32,1,4395.2425,2780.6590000000006,35620.388999999996,11.229405151800343
Детские одежда и обувь,199669,baykar,25,1,5560.928,3656.917,111865.72200000001,29.069512378869963
Аудиотехника,283306,radiotehnika,38,1,3212.291,1583.5259999999998,20338.157,10.815020403832966
Аудиотехника,329203,moondrop,28,1,3617.71,2246.3395,34983.585,13.963105309771741
Аудиотехника,330450,tecno buds,27,1,2568.364,1315.172,25400.351,17.360457035277513
Одежда,205090,finntrail,18,1,2533.131,1089.502,18672.228,14.813278910915262
Одежда,205844,gap,36,1,5624.898,2268.0165,34646.47,12.796014491076232
Одежда,202144,concept club,22,1,4462.103999999999,2179.1769999999997,47076.522,19.55528073212961
Одежда,202429,cropp,27,1,4871.307,2849.3690000000006,29839.674000000003,8.762770634480827
Одежда,203124,dickies,15,1,2571.113,932.5329999999999,11880.36,9.982753425347953
Малая техника,210322,lg,62,1,3956.9255000000003,2252.6340000000005,32113.248,12.499288610577658
Малая техника,206081,gfgril,29,1,3363.842,1350.0490000000002,20656.973,12.80926173790729
Малая техника,206308,godox,32,1,3681.8975,1202.9785,13363.68,8.048175840216597
Малая техника,206416,gorenje,34,1,3430.6975,1758.0745000000002,17795.557,8.170791112663315
Малая техника,207506,hotter,11,1,2759.872,1901.8379999999997,20457.942000000003,9.305771574655678
Малая техника,207543,huawei,18,1,4037.9285,1744.4705000000001,25814.166,12.483007021328248
Средства для умывания и ухода за лицом,198331,angiopharm,41,1,4317.793,1679.3109999999997,25830.142,12.810223359461116
Средства для умывания и ухода за лицом,198424,anua,36,1,4359.579,2556.5054999999998,26013.006,8.469931709515198
