CategoryDelivery,BrandID,Brand,total_observations,anomalies_count,median_ots,mad_ots,max_ots,max_z_score
Средства для волос,207362,holly polly,10,0,3576.7445,956.4185,5605.745,2.121456768140725
Средства для волос,207155,herbal essences,25,0,4550.846,2851.8360000000002,26500.072,7.696524624838174
Средства для волос,206912,happy hair,10,0,3391.3735,1565.8885,12314.325,5.698331330742898
Средства для волос,206519,grass,17,0,4545.36,1809.0390000000007,13844.031,5.140116382233882
Средства для волос,203888,ecolatier,21,0,4411.381,2301.166,10794.198,2.7737316647299672
Обувь,220472,under armour,13,0,3860.695,1759.8200000000002,15321.291,6.512368310395381
Обувь,220436,ultimate shop,27,0,2589.085,1013.654,10105.306,7.414976905334562
Обувь,9690,tendaance,33,0,2458.759,849.2059999999999,6739.917,5.041365699253186
Обувь,433459,grate,11,0,5187.426,3065.8060000000005,14950.75,3.184586369783345
Обувь,423754,под каблуком,19,0,3973.975,2069.245,11338.877,3.5592218417828727
Обувь,328479,marisetta,15,0,3284.568,1344.4430000000002,10991.483,5.73242227450327
Обувь,203189,dior,16,0,6860.9895,2383.9725,22689.191,6.639422854080741
Обувь,208557,joma,34,0,2123.3255,1082.2415,10503.728,7.743560471484414
Обувь,208520,jogel,14,0,3938.857,2376.6440000000002,7490.937,1.4945780689072488
Обувь,208028,instreet,45,0,3482.026,1580.4229999999998,15677.998,7.71690363908903
Обувь,206703,guess,13,0,3956.006,1200.8519999999999,9209.194,4.37455073564436
Обувь,206697,gucci,25,0,4507.693,1779.754,8105.235,2.0213703691633786
Обувь,206663,grunberg,31,0,4229.458,2263.952,13265.443,3.991244072312487
Обувь,206417,goretex,21,0,2567.292,1053.596,8762.439,5.880002391808626
Обувь,206312,gogc,22,0,4250.1385,2649.261,15707.534,4.32475150617474
Средства для волос,212840,mulsan,10,0,2346.2394999999997,1113.7549999999997,8842.002,5.832308272465671
Средства для волос,211471,masil,34,0,5502.3665,3360.719,21415.518,4.735043751054461
Средства для волос,210088,lebel,15,0,5107.538,3362.0549999999994,10394.687,1.5725944400076743
Средства для волос,208976,kerasys,30,0,5986.8135,3302.7204999999994,17390.522,3.4528227562701725
Средства для волос,208975,kerastase,14,0,6384.839,2922.6900000000005,24675.818,6.25826858134116
Средства для волос,208841,karseell,29,0,3317.307,1181.2039999999997,12225.02,7.541214726668723
Обувь,211777,meitesi,11,0,3112.349,750.9810000000002,6128.364,4.016100274174711
Обувь,199297,baasploa,90,0,2911.005,1242.7579999999998,12501.572,7.717163759959703
Обувь,198905,ash,33,0,3996.43,1516.6569999999997,14984.772,7.245106836944677
Обувь,197493,abricot,20,0,3759.075,1749.1399999999999,10663.634,3.947402151914656
Средства для волос,219550,the act,22,0,3466.3195,1581.578,11915.225,5.342073233188626
Средства для волос,219275,tashe,69,0,4920.192,2682.55,25905.685,7.822964343628264
Средства для волос,216746,rost,14,0,4045.7870000000003,2177.378,11551.234,3.44701149731466
Обувь,202336,covani,14,0,3457.7439999999997,1116.0619999999997,8993.232,4.95983914872113
Обувь,201869,clarks (обувь),97,0,3200.328,833.1930000000002,7915.702,5.659401843270405
Обувь,201567,chanel,18,0,9678.826000000001,3121.450000000001,27038.082,5.56127953355011
Обувь,201322,pazolini,11,0,4013.488,1913.6600000000003,15390.516,5.945166853045995
Обувь,201191,camelot,30,0,3460.557,2131.527,10038.514,3.0860303435049143
Обувь,205515,francesco bella,13,0,3075.638,1965.2089999999998,7456.211,2.2290621506414845
Обувь,204986,fess,43,0,3093.456,1245.6750000000002,10200.266,5.705187950308065
Обувь,204014,el tempo,36,0,3780.2075000000004,1482.0815,10758.824,4.708659071717716
Обувь,203995,ekonika,87,0,6731.2,4741.468,28462.852,4.583317234240535
Обувь,203336,dolce gabbana,21,0,3448.153,2245.1099999999997,10361.781,3.0794161533287907
Малая техника,331692,raf,27,0,3644.255,1651.1980000000003,12471.257,5.345816794836233
Малая техника,318539,insta360,58,0,4752.227000000001,2766.0404999999996,26491.124,7.859211388987255
Малая техника,236224,ресанта,14,0,4279.157999999999,3002.876,16738.728,4.149212288486105
Малая техника,235159,подольский механический завод им калинина,13,0,3038.151,1739.8369999999998,11218.365,4.7017128616071515
Малая техника,232665,мой мир,10,0,4111.782,1490.7465,8722.132,3.092645194873843
Малая техника,225391,ветерок,15,0,4005.791,1590.3990000000003,10212.328,3.902503082559784
Малая техника,222416,zigmund shtain,13,0,3629.539,1635.1109999999994,7140.959,2.147511697982584
Средства для волос,237063,свобода,10,0,2437.001,1253.314,11807.635,7.476685012694344
Средства для волос,235466,прелесть,52,0,3584.3635,1580.261,12967.214,5.93753215449853
Средства для волос,225589,витэкс,12,0,5879.7245,1770.0905,8258.956,1.3441298622867022
Средства для волос,224371,bielita,15,0,3378.73,1750.434,9655.977,3.586108930699473
Средства для волос,221015,vichy,81,0,4115.495,2132.4970000000003,20361.951,7.61851294515303
Средства для волос,219751,time to grow,12,0,3238.0485,1555.7314999999999,6676.511,2.2101901902738366
Средства для волос,219724,tigi,27,0,6549.186,3098.044,16863.63,3.3293407065877703
Обувь,200048,betsy,27,0,4036.153,2343.019,11199.249,3.05720781606978
Обувь,199814,befree,15,0,2848.051,1192.74,11825.026,7.526346898737361
Малая техника,222362,zenit,15,0,2430.58,868.068,4403.484,2.27275282581549
Малая техника,222351,zelmer,25,0,3354.339,1889.53,12495.528,4.837810990034559
Малая техника,222170,yongnuo,11,0,3163.114,1625.23,15370.77,7.511340548722335
Малая техника,221423,wanbo,18,0,2880.2934999999998,1137.3334999999997,9918.578,6.188408676962387
Малая техника,221113,viomi,11,0,3262.437,1492.947,9294.532,4.040394602085674
Малая техника,220458,umiio,16,0,3966.9155,1897.3094999999998,12557.355,4.527695402357918
Малая техника,219685,thundeal,15,0,6990.92,2721.4179999999997,19330.702,4.534320710747119
Средства для мытья и ухода за руками,198590,aravia,15,0,4853.971,2815.478,19800.82,5.308813991798195
Средства для маникюра,365395,diva (гель лаки),15,0,7915.88,3796.755,16493.553,2.2592116162354428
Средства для маникюра,216884,runail,10,0,3399.5395,1247.1934999999999,11382.926,6.401080906852065
Средства для маникюра,207953,ingarden,24,0,4933.3535,1886.3829999999998,17348.321,6.581360996149774
Средства для маникюра,204574,eveline,12,0,5057.6355,3319.2145,16350.672,3.402321995158794
Средства для волос,372321,taft,22,0,4261.6939999999995,2638.2024999999994,20794.138,6.266556111594922
Средства для волос,347795,bbseven,14,0,5436.364,3019.7799999999997,27182.386,7.201194126724463
Малая техника,398165,retaste,29,0,4379.41,2152.8100000000004,17185.228,5.948419972036546
Малая техника,338116,econ,13,0,1952.134,1124.383,8262.543,5.61233049592532
Малая техника,207964,inhouse,14,0,5312.968,2864.1940000000004,11143.12,2.035529716213357
Малая техника,207799,ilife (техника),18,0,4431.101500000001,2025.3175,16388.535,5.903979746385443
Средства для мытья и ухода за руками,204715,faberlic,11,0,1890.94,514.3320000000001,5697.54,7.401056127170775
Средства для мытья и ухода за руками,203726,dutybox,10,0,4992.616,2239.1045,16417.428,5.10240232199971
Малая техника,213566,nivona,38,0,4239.232,2128.7355,19587.745,7.210155042747209
Малая техника,213327,nespresso,34,0,3629.1735,1094.2230000000002,9943.668,5.770756509413528
Малая техника,213240,neatsvor,10,0,2486.261,1439.3899999999999,13868.279999999999,7.907529578502004
Малая техника,212987,mystery,11,0,3904.929,2617.906,20287.274,6.257804902085866
Малая техника,212031,miele,10,0,4055.985,827.2910000000002,5262.371,1.4582365818073686
Малая техника,211799,melitta,23,0,3764.546,2214.006,18868.749,6.82211475488323
Малая техника,210342,libhof,14,0,5923.544,3396.275,20943.19,4.422388057504177
Малая техника,216697,rondell,15,0,5039.067,2644.5289999999995,17411.409,4.678467129685476
Малая техника,216681,rombica,26,0,3207.129,1588.8055,8789.155,3.5133476061103774
Малая техника,217790,silanga,13,0,4831.607,3863.6489999999994,13814.570000000002,2.3249945841353608
Малая техника,216981,saeco,59,0,7362.076,2704.416,24824.644,6.4570569024883735
Малая техника,216809,royal kuchen,13,0,2391.262,1328.7680000000003,11454.347,6.820667716260474
Малая техника,204261,endever,16,0,3937.8795,1796.2885,8885.906,2.754583409068198
Малая техника,202427,cronier,25,0,6736.193,4167.406000000001,29490.928,5.460167547870305
Малая техника,201358,carrera (бытовая техника),18,0,3028.173,1596.1354999999999,8482.93,3.417477400884825
Средства для умывания и ухода за лицом,199767,beauty of joseon,28,0,2986.6859999999997,1443.4844999999998,9827.112,4.738828854760824
Средства для умывания и ухода за лицом,199037,atomy (косметика и бытовая химия),14,0,4597.35,2340.849,10774.199,2.638721677476847
Средства для умывания и ухода за лицом,198368,anna sharova,11,0,3340.722,1311.1040000000003,7156.73,2.9105303621985734
Малая техника,207687,iboto,14,0,4300.8075,2761.1975,18921.126,5.294919505033595
Малая техника,207447,honor,14,0,3177.241,1157.7185000000002,9722.516,5.653598003314276
Малая техника,207326,hobot,17,0,4799.552,2774.2639999999997,24999.261,7.2811055472730795
Малая техника,206804,haier,40,0,3437.824,1784.085,12879.666,5.292260178186576
Малая техника,205790,galaxy (бытовая техника),42,0,3782.615,2533.09,22200.434,7.270890098654213
Малая техника,205725,futula,14,0,4070.7999999999997,1231.8024999999996,9738.256,4.600945362588566
Малая техника,204927,felfri,17,0,3774.988,2512.8199999999997,21333.606,6.987614711758105
Малая техника,208816,karingbee,27,0,3992.013,1682.2439999999997,14686.364,6.357193724572655
Малая техника,208616,juki,13,0,3812.994,2337.7250000000004,18989.896,6.492167384957597
Малая техника,208272,jack,10,0,4483.455,2758.1515,14406.714,3.597793304682502
Макияж для губ,215730,pupa,10,0,3089.884,1561.8445,10540.51,4.770401919013064
Малая техника,197539,aceline,39,0,3849.539,2589.7729999999997,23968.761000000002,7.7687202700777265
Макияж для лица,281254,love generation,11,0,11320.911,6589.764,32378.925000000003,3.195564211404233
Макияж для лица,221223,vivienne sabo,72,0,4270.316000000001,2291.085500000001,21928.972,7.707549980129504
Макияж для лица,217656,shik,26,0,4279.6815,2547.6654999999996,12397.996,3.1865700187092854
Макияж для лица,215730,pupa,12,0,3571.9465,1802.7444999999998,10598.883,3.897910380533681
Макияж для лица,212359,mixit,23,0,3545.327,1015.1800000000003,11048.213,7.390695246163239
Макияж для лица,211623,maybelline,10,0,6659.1285,2567.1095,24853.164,7.087362459606807
Макияж для лица,207947,influence,55,0,6824.619,3509.5179999999996,29875.296000000002,6.568046381297946
Средства для умывания и ухода за лицом,205510,fraijour,14,0,4762.5185,1797.0125,12274.364,4.180185446678863
Средства для умывания и ухода за лицом,204840,farmstay,14,0,5362.8465,2643.376,25233.478,7.517141526593265
Средства для умывания и ухода за лицом,202557,dalba,19,0,4162.911,1330.2309999999998,9078.52,3.695304800444435
Средства для умывания и ухода за лицом,202134,compliment,13,0,3715.216,1399.94,11320.911,5.4328721230909895
Средства для умывания и ухода за лицом,201522,cerave,14,0,6880.929,2783.9579999999996,21299.54,5.179176912870094
Средства для умывания и ухода за лицом,201329,carmex,10,0,4012.59,1644.403,12701.59,5.283984522042346
Малая техника,200646,bort,21,0,4604.301,2450.6310000000003,11852.89,2.9578459588571264
Макияж для губ,210685,loreal,33,0,3694.367,2370.539,19505.652000000002,6.6699113577123175
Макияж для губ,207947,influence,22,0,6052.318,3768.6025,21318.706,4.050941429880174
Макияж для губ,204715,faberlic,24,0,5036.8865000000005,2725.7470000000003,20550.254,5.691418719345559
Макияж для губ,203227,divage,24,0,6804.1195,3963.8065,38332.350000000006,7.954028659067995
Макияж для губ,201865,clarins,12,0,4654.0275,2666.881,21605.264,6.356202807699331
Макияж для губ,201439,catrice,12,0,4956.0055,3020.0510000000004,28296.771,7.728599781924212
Средства для умывания и ухода за лицом,211702,medi peel,43,0,3597.951,1734.275,16160.5,7.243689149644664
Средства для умывания и ухода за лицом,211291,manyo,13,0,7359.442,3555.9759999999997,25348.362,5.058785548608878
Средства для умывания и ухода за лицом,210449,limoni,21,0,5933.971,4100.033000000001,24406.836,4.5055405651613025
Средства для умывания и ухода за лицом,209391,kora,24,0,2754.3785,1461.8275000000003,12225.307,6.478827700258751
Средства для умывания и ухода за лицом,207373,holy land,16,0,3472.465,1337.3069999999998,14134.688,7.972905996902732
Макияж для лица,204549,eva mosaic,10,0,4344.8915,1185.534,10523.169,5.211387864034266
Макияж для лица,204458,estee lauder,18,0,3912.2704999999996,2126.7219999999998,11056.445,3.3592422987113504
Макияж для лица,201938,clio,16,0,5588.8335,3241.4815,23302.706,5.464745826869596
Макияж для губ,333315,belordesign,22,0,5968.794,2492.3370000000004,22641.822,6.689716519074264
Макияж для губ,216247,relouis,15,0,6463.629,3334.903,21755.858,4.585509383631248
Макияж для глаз,201439,catrice,12,0,4964.198,3232.4125000000004,25882.904,6.471545942852281
Макияж для глаз,199753,beauty bomb,20,0,5415.959,3246.9534999999996,26413.67,6.466896122780939
Крупная техника,350736,kickpi,27,0,2845.544,1539.1799999999998,10299.591,4.842868930209593
Средства для умывания и ухода за лицом,219384,tefia,20,0,4215.2015,1185.959,12235.021,6.762307550261013
Средства для умывания и ухода за лицом,217682,shiseido,27,0,3390.902,1011.7520000000004,10497.281,7.023834892345158
Средства для умывания и ухода за лицом,216979,sadoer,20,0,3224.6185,1012.4685,10741.406,7.4242186300116995
Средства для умывания и ухода за лицом,215636,proraso,12,0,3631.1855,877.502,7826.494,4.780967450786436
Средства для умывания и ухода за лицом,213738,novosvit,16,0,4861.7185,2427.7105,13783.064999999999,3.6747983336563395
Макияж для глаз,307316,darling (косметика),14,0,5834.985000000001,3362.983,30732.575999999997,7.403424578714788
Макияж для глаз,224371,bielita,10,0,6358.845,1643.2830000000004,9682.639,2.0226546492600472
Макияж для глаз,216247,relouis,16,0,3105.3720000000003,1476.0455,7322.444,2.8570067792625635
Макияж для глаз,215778,pusy,42,0,4831.522,3221.7685,30580.604,7.992219801019222
Макияж для глаз,211566,max factor,15,0,5908.084,3482.0789999999997,31612.956,7.382047334365476
Макияж для глаз,211160,revolution,11,0,3011.444,1014.4470000000001,10599.608,7.48009900960819
Макияж для губ,212359,mixit,19,0,4882.181,1972.1330000000007,20148.148,7.740840501122387
Макияж для губ,211623,maybelline,37,0,4139.283,2087.0750000000003,12836.709,4.167280045039109
Крупная техника,221762,wollmer,15,0,3586.608,1432.3469999999998,5579.418,1.391289959765336
Крупная техника,221619,whirlpool,46,0,3853.253,2031.8760000000002,19028.576,7.468626530359136
Крупная техника,221308,vontar,17,0,3520.114,1642.034,10145.796,4.035045559348954
Средства для умывания и ухода за лицом,235688,пропеллер,51,0,4794.76,2940.8730000000005,27087.04,7.580157320632341
Средства для умывания и ухода за лицом,233379,невская косметика,42,0,3186.0564999999997,1443.8419999999996,11657.099,5.867014881129654
Средства для умывания и ухода за лицом,231242,лошадиная сила,14,0,2512.388,703.4644999999999,4567.873,2.92194559924488
Средства для умывания и ухода за лицом,231093,липобейз,11,0,3460.092,1361.7199999999998,12219.825,6.43284449079106
Средства для умывания и ухода за лицом,228646,yves rocher,15,0,3482.062,1692.394,10781.331,4.312984446884118
Средства для умывания и ухода за лицом,224371,bielita,18,0,2671.1665000000003,941.9935000000003,7652.1,5.287651666386232
Средства для умывания и ухода за лицом,221223,vivienne sabo,13,0,6278.366,4604.264999999999,19081.34,2.7806770461734938
Средства для умывания и ухода за лицом,220770,vaseline,16,0,3817.804,2134.4885,10498.056,3.129673455724873
Средства для умывания и ухода за лицом,219981,toplash,24,0,4288.6224999999995,1843.0494999999999,15958.866,6.332029335077545
Средства для умывания и ухода за лицом,219620,theu,29,0,6707.622,2979.1430000000005,27374.952,6.937340705028258
Крупная техника,338116,econ,12,0,3756.203,1268.1915000000001,11071.717,5.768461624289392
Крупная техника,317385,irbis (электроника),12,0,4233.7955,2669.831,19573.092,5.745418530236558
Макияж для глаз,203227,divage,27,0,3629.389,2181.245,14302.12,4.892953794736492
Крупная техника,210842,lumax,15,0,2594.904,845.8000000000002,8012.054,6.4047647197919115
Крупная техника,210342,libhof,11,0,3679.581,1564.6080000000002,8265.138,2.9308024757638975
Товары для мытья тела,197627,adidas,10,0,1403.864,573.445,5177.07,6.579891707138434
Средства для унитаза,236918,санокс,28,0,3196.676,1087.588,9471.94,5.769890804238371
Средства для унитаза,217116,sanfor,12,0,2816.679,1807.5430000000001,8327.444,3.048760112484184
Средства для умывания и ухода за лицом,327604,gigi (красота),23,0,11314.896,1248.2529999999988,12579.167,1.0128323344706562
Средства для умывания и ухода за лицом,322972,graceface,20,0,4256.905500000001,750.6474999999991,6212.675,2.6054433006171362
Средства для умывания и ухода за лицом,309897,axisy,19,0,5535.948,2762.119999999999,20092.076,5.2699115172403825
Средства для умывания и ухода за лицом,240827,циновит,24,0,3747.8905,2020.186,15451.302,5.7932346328506386
Средства для умывания и ухода за лицом,239304,третиноин,14,0,3433.608,1613.5420000000001,12115.365,5.3805584236419
Крупная техника,217683,shivaki,26,0,2885.127,1772.7630000000004,9170.222,3.545366752352118
Крупная техника,216681,rombica,10,0,6167.981,3245.6395,12899.702,2.0740815484899042
Крупная техника,216664,rolsen,17,0,4153.014,2137.516,21098.004,7.9274213619921445
Крупная техника,216575,roborock,13,0,3208.213,1607.0290000000002,12356.364,5.692586132546456
Крупная техника,215997,rapid (бытовая техника),14,0,3249.965,1062.27,8238.31,4.6959294717915405
Крупная техника,231235,лотос (бытовая техника),22,0,3482.4875,1552.2649999999999,8004.241,2.9130035786415336
Крупная техника,205684,funai,12,0,2251.8025,950.5245000000002,9632.964,7.765356390077266
Крупная техника,203972,eigen,13,0,7659.524,3349.2570000000005,16112.294,2.5237746759953024
Товары для мытья тела,219103,synergetic,41,0,4244.4,2228.6539999999995,20171.032,7.146300861416803
Товары для мытья тела,216394,rexona,12,0,2355.4275,1421.0749999999998,6750.976,3.0931150713368405
Товары для мытья тела,213997,old spice,53,0,4458.095,2290.5170000000003,19785.363,6.691619402955751
Товары для мытья тела,212840,mulsan,11,0,4349.277,2287.4139999999998,7981.244,1.587804831132449
Товары для мытья тела,212359,mixit,25,0,5715.846,3622.7609999999995,23321.641,4.859772698226574
Товары для мытья тела,206519,grass,15,0,3893.28,1956.4490000000003,16823.051,6.608795322546101
Товары для мытья тела,204710,фа,28,0,4248.2495,2027.3465,11201.047,3.4295062536177214
Товары для мытья тела,203471,дав,45,0,3292.65,1674.4,15385.468,7.22217988533206
Товары для мытья тела,203339,dolce milk,17,0,4851.116,2367.0420000000004,16617.444,4.9708995446637605
Товары для мытья тела,201178,camay,37,0,5222.335,2709.7870000000003,25730.379,7.568138750388868
Товары для мытья тела,199228,акс,28,0,4557.591,3259.061,27648.143,7.085032161104072
Крупная техника,208675,jvc,11,0,3127.116,896.5120000000002,9288.083999999999,6.8721534123358055
Крупная техника,207295,hitachi,25,0,2796.49,1365.522,10545.735,5.674932370185175
Крупная техника,213882,oasis (техника),42,0,3715.7515000000003,2003.6635000000003,19580.175,7.91770848747806
Корм для собак,233306,наша марка,18,0,3603.161,1627.4660000000003,11450.8,4.821998739144165
Крупная техника,198926,asko,24,0,3226.2905,1473.4325000000001,12068.026,6.00077404292358
Крупная техника,197801,aiwa,31,0,2908.796,1148.0590000000002,7878.951,4.3291808173621735
Краски для волос,218813,studio,19,0,8460.93,4385.516,20635.626,2.7761148289049684
Краски для волос,217312,schwarzkopf,15,0,3108.966,1310.2819999999997,11754.315,6.598082702807489
Товары для стирки,209239,kix,13,0,5253.908,1507.1700000000005,12292.037,4.669764525567785
Товары для стирки,203757,dzintars,28,0,2218.1075,1060.718,7844.638,5.304454624131956
Товары для стирки,199164,ave,20,0,3804.7120000000004,1179.0430000000001,10402.324,5.5957348459725385
Товары для стирки,198259,amway,14,0,6275.1835,3418.9715,15846.264,2.7994034170802533
Товары для мытья тела,385493,solzao,29,0,3907.983,1994.1989999999996,19818.676,7.978488104747822
Товары для мытья тела,240827,циновит,17,0,3755.497,2150.341,8527.304,2.2190931577828823
Крупная техника,203147,digma,20,0,6134.566,3952.3940000000002,25904.006,5.001889993760744
Крупная техника,202901,delonghi,17,0,5260.002,3450.6550000000007,28408.392,6.708404636221237
Крупная техника,206539,gree,22,0,3737.733,1922.2165,11387.916000000001,3.9798758360465643
Крупная техника,205866,garlyn,13,0,4279.284,1236.4279999999994,5749.833,1.1893527160497825
Крупная техника,205790,galaxy (бытовая техника),19,0,2896.278,845.5459999999998,7292.582,5.199367036210923
Корм для собак,200020,best dinner,35,0,3125.233,1928.044,11207.128,4.191758590571585
Корм для собак,198071,alphapet,21,0,2500.197,745.5340000000001,7325.295,6.472002618257516
Корм для собак,198017,alleva,13,0,2131.432,810.893,4955.526,3.482696237358073
Корм для собак,197514,acari ciar,16,0,3910.2434999999996,1089.9764999999998,10900.48,6.413199275397223
Корм для кошек,310215,premier (корм),18,0,3324.5024999999996,1484.9649999999997,9342.137,4.052374635092411
Товары для стирки,223276,альба,10,0,4142.235,1473.8,10522.765,4.329305197448772
Товары для стирки,220958,vesta (бытовая химия),18,0,4666.597,3208.3295,15267.074,3.3040487269153624
Товары для стирки,217500,septivit,19,0,3646.71,1030.5609999999997,7971.428,4.196469689809726
Товары для стирки,215840,qualita,11,0,4335.792,1923.4540000000002,16624.944,6.389106264043745
Товары для стирки,214884,peros,16,0,2393.0335,887.8984999999999,6719.915,4.873171314063488
Товары для стирки,212840,mulsan,31,0,3818.912,1676.4479999999999,10823.874,4.178454685143828
Товары для стирки,210502,lion,19,0,4226.13,1115.837,10802.296,5.893482650243719
Товары для стирки,210217,lenor,114,0,4159.3009999999995,1947.0314999999994,17909.332,7.062048559563625
Корм для собак,215548,probalance,21,0,6195.562,2760.3089999999993,26889.795,7.497071161235936
Краски для волос,207770,igora,17,0,3098.138,1690.6589999999999,10627.956,4.453776900013546
Краски для волос,204715,faberlic,26,0,2877.1710000000003,1279.1574999999998,10979.95,6.334465458710129
Женская гигиена,208570,joonies,12,0,4268.6224999999995,1602.0865,12653.364,5.233638445864191
Детское питание,236817,сады придонья,32,0,4031.6235,2241.8545000000004,12726.13,3.878265293309623
Товары для ухода за телом,199635,batiste,10,0,5394.691000000001,2598.2264999999998,10803.222,2.0816241386191696
Товары для ухода за телом,199039,atopic,12,0,4196.075,2076.1925,20649.153,7.924639935844097
Товары для ухода за телом,198590,aravia,53,0,4309.287,2054.733,14873.082,5.141200827552777
Товары для ухода за телом,197680,librederm,16,0,4111.442,797.8045,7687.826,4.48278243604793
Товары для стирки,363316,лотос (бытовая химия),10,0,4589.700000000001,1815.6535,10743.504,3.389305283194178
Товары для стирки,355591,aric,23,0,2765.942,1195.451,8360.668,4.6800128152471325
Товары для стирки,343436,аист,16,0,3245.796,1687.1110000000003,11829.813,5.087997766596269
Корм для кошек,206439,gourmet,40,0,3042.2569999999996,1372.754,9914.739,5.006346366501209
Корм для кошек,202879,delicana,37,0,4251.145,1164.6299999999992,11813.128,6.493034697715159
Корм для кошек,198017,alleva,13,0,3097.623,487.1550000000002,5561.953,5.0586158409541095
Корм для кошек,226794,дарлинг (корм),29,0,3944.722,1073.9459999999995,9812.784,5.464019606199942
Корм для кошек,221694,winner,18,0,3228.4849999999997,1893.3449999999998,16218.576000000001,6.86092127953437
Корм для кошек,214269,organix,27,0,3640.642,1654.745,14958.182999999999,6.83944716557536
Корм для кошек,213183,natures table,17,0,3709.562,1745.645,10591.286,3.942224220846736
Детские одежда и обувь,222286,zara,21,0,4000.904,2055.172,18244.31,6.9305177376881355
Детское питание,224379,беллакт,51,0,4931.756,2891.9360000000006,26546.092,7.474002190919853
Детское питание,208690,kabrita,10,0,3691.0029999999997,2029.3569999999997,7125.735,1.6925223112542547
Детское питание,207064,heinz,10,0,4493.2315,1744.7935,12219.936,4.42843494086836
Товары для ухода за телом,220600,uriage,10,0,3378.496,771.5754999999999,8872.282,7.120218306568832
Товары для ухода за телом,219550,the act,17,0,7300.437,4201.349,25032.038,4.220454192213025
Товары для ухода за телом,208215,italwax,10,0,2338.7025,1502.2444999999998,13353.063,7.331935979795567
Товары для ухода за телом,207354,holika holika,14,0,4732.63,1513.9585,8120.146,2.237522362733192
Товары для ухода за телом,205294,floresan,15,0,3494.19,1517.21,12766.695,6.111550147968969
Товары для ухода за телом,204715,faberlic,33,0,3957.054,2007.241,14044.89,5.025722372151625
Товары для ухода за телом,204610,evo,16,0,2451.149,945.0574999999999,8360.716,6.253129571481102
Товары для ухода за телом,200194,bioderma,23,0,3174.149,2111.965,10761.614,3.5926092525207567
Женская гигиена,219221,tampax,22,0,2978.5535,1154.4895000000001,7621.362,4.0215250983226785
Женская гигиена,213860,ob,36,0,4536.9965,1677.7775,17066.51,7.467923190053507
Женская гигиена,212507,molped,14,0,6319.1505,3527.103,14206.554,2.23622715299213
Женская гигиена,210348,libresse,34,0,4433.2505,2260.186,11807.635,3.2627334652988735
Детские одежда и обувь,219127,ttaccardi,19,0,4453.479,2628.8280000000004,11700.922,2.756910303755133
Детские одежда и обувь,217991,sky lake,14,0,2895.955,1069.7635,9481.02,6.15562692127746
Детские одежда и обувь,217729,shuzzi,82,0,3895.3005000000003,2100.831,13955.872,4.7888533156641335
Детские одежда и обувь,217644,sherysheff,13,0,2846.322,827.0059999999999,6051.988,3.876230644034022
Детские одежда и обувь,215122,pixel (одежда),10,0,4216.529500000001,1166.5670000000005,11596.656,6.32636316645336
Детские одежда и обувь,214000,oldos,30,0,4885.5805,3201.8555,23732.788,5.886339186762176
Универсальные чистящие средства,200271,biotrim,10,0,2842.7995,1969.906,5934.799,1.5696177888691136
Туалетная бумага,209239,kix,11,0,3460.414,1561.2459999999996,12350.917,5.6944920915730135
Товары для ухода за телом,433522,gosposcha,20,0,7410.5085,5773.234,27117.487,3.4135076631226102
Товары для ухода за телом,233703,новая заря,10,0,8541.733,4988.7265,18495.338,1.995219621681004
Детское питание,205262,fleur alpine,15,0,7125.735,2063.555000000001,21565.592,6.997563428161591
Детские одежда и обувь,421019,axima (одежда),10,0,6026.9075,2985.695,19704.5,4.581041432564277
Детские одежда и обувь,355027,softshell,25,0,4173.378,1473.6519999999996,13637.86,6.422467448217084
Детские одежда и обувь,230868,лель,21,0,3272.077,1100.0299999999997,9903.698,6.028581947765063
Детские одежда и обувь,230834,леди баг и супер кот,10,0,6452.6115,3318.1505000000006,27658.336,6.390826606568929
Детские одежда и обувь,227060,детский мир,23,0,3581.871,1956.058,13225.058,4.929908520095008
Детские одежда и обувь,200129,biker,35,0,5658.805,2954.8109999999997,16487.853,3.664886857399678
Дезодоранты,214753,payot,10,0,3032.8464999999997,1609.2244999999998,11316.495,5.147602773882701
Дезодоранты,209811,lady speed stick,28,0,4083.7945,2110.9004999999997,17788.611,6.492402886824842
Дезодоранты,205874,garnier,28,0,3715.9790000000003,1651.909,11116.375,4.479905370089998
Универсальные чистящие средства,217116,sanfor,27,0,3846.377,2010.5929999999998,12836.49,4.4713738683065145
Универсальные чистящие средства,210234,leomax,55,0,3365.408,1708.998,16956.67,7.952766474858366
Универсальные чистящие средства,203798,easy clean,26,0,4040.4415,1974.2855,13617.468,4.85088225588447
Детские одежда и обувь,206899,happy baby,11,0,5827.394,1704.8769999999995,15214.445,5.505998966494358
Детские одежда и обувь,206777,hm,13,0,3197.102,1133.6169999999997,9634.515,5.678648961686355
Детские одежда и обувь,206041,geox,14,0,5321.422500000001,1385.8560000000002,15734.728,7.513988105546317
Детские одежда и обувь,205686,funday,21,0,4621.636,2587.9139999999998,17583.428,5.0085868386662
Детские одежда и обувь,203399,donella,18,0,20717.528,15495.502499999999,42206.276,1.386773226618498
Детские одежда и обувь,213413,next,34,0,4786.264999999999,1284.63,10643.286,4.559305792329309
Детские одежда и обувь,212611,moocie,12,0,4281.9725,2413.535,10637.658,2.6333512876341136
Детские одежда и обувь,207427,honey girl,19,0,4586.769,2358.3860000000004,18353.471,5.837340452326294
